,util_practice_desc,domaincat_desc,state_alpha,region_desc,source_desc,group_desc,asd_desc,CV (%),year,week_ending,county_code,commodity_desc,congr_district_code,reference_period_desc,state_fips_code,country_code,domain_desc,load_time,begin_code,Value,state_name,county_name,freq_desc,unit_desc,asd_code,class_desc,country_name,state_ansi,end_code,agg_level_desc,watershed_desc,county_ansi,short_desc,statisticcat_desc,sector_desc,prodn_practice_desc,watershed_code,location_desc,zip_5
171,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,SOUTH CENTRAL,,2003,,015,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"1,700",TEXAS,AUSTIN,ANNUAL,ACRES,81,ALL CLASSES,UNITED STATES,48,00,COUNTY,,015,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, SOUTH CENTRAL, AUSTIN",
172,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,SOUTH CENTRAL,,2002,,015,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"1,700",TEXAS,AUSTIN,ANNUAL,ACRES,81,ALL CLASSES,UNITED STATES,48,00,COUNTY,,015,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, SOUTH CENTRAL, AUSTIN",
173,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,SOUTH CENTRAL,,2001,,015,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"2,600",TEXAS,AUSTIN,ANNUAL,ACRES,81,ALL CLASSES,UNITED STATES,48,00,COUNTY,,015,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, SOUTH CENTRAL, AUSTIN",
174,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,SOUTH CENTRAL,,2000,,015,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"2,500",TEXAS,AUSTIN,ANNUAL,ACRES,81,ALL CLASSES,UNITED STATES,48,00,COUNTY,,015,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, SOUTH CENTRAL, AUSTIN",
175,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,SOUTH CENTRAL,,1999,,015,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"2,800",TEXAS,AUSTIN,ANNUAL,ACRES,81,ALL CLASSES,UNITED STATES,48,00,COUNTY,,015,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, SOUTH CENTRAL, AUSTIN",
176,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,SOUTH CENTRAL,,1998,,015,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"2,800",TEXAS,AUSTIN,ANNUAL,ACRES,81,ALL CLASSES,UNITED STATES,48,00,COUNTY,,015,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, SOUTH CENTRAL, AUSTIN",
177,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,SOUTH CENTRAL,,1997,,015,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"2,700",TEXAS,AUSTIN,ANNUAL,ACRES,81,ALL CLASSES,UNITED STATES,48,00,COUNTY,,015,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, SOUTH CENTRAL, AUSTIN",
178,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,SOUTH CENTRAL,,1996,,015,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"3,300",TEXAS,AUSTIN,ANNUAL,ACRES,81,ALL CLASSES,UNITED STATES,48,00,COUNTY,,015,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, SOUTH CENTRAL, AUSTIN",
179,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,SOUTH CENTRAL,,1995,,015,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"2,700",TEXAS,AUSTIN,ANNUAL,ACRES,81,ALL CLASSES,UNITED STATES,48,00,COUNTY,,015,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, SOUTH CENTRAL, AUSTIN",
180,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,SOUTH CENTRAL,,1994,,015,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"3,200",TEXAS,AUSTIN,ANNUAL,ACRES,81,ALL CLASSES,UNITED STATES,48,00,COUNTY,,015,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, SOUTH CENTRAL, AUSTIN",
181,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,SOUTH CENTRAL,,1993,,015,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"2,300",TEXAS,AUSTIN,ANNUAL,ACRES,81,ALL CLASSES,UNITED STATES,48,00,COUNTY,,015,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, SOUTH CENTRAL, AUSTIN",
182,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,SOUTH CENTRAL,,1992,,015,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"3,600",TEXAS,AUSTIN,ANNUAL,ACRES,81,ALL CLASSES,UNITED STATES,48,00,COUNTY,,015,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, SOUTH CENTRAL, AUSTIN",
183,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,SOUTH CENTRAL,,1991,,015,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"3,000",TEXAS,AUSTIN,ANNUAL,ACRES,81,ALL CLASSES,UNITED STATES,48,00,COUNTY,,015,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, SOUTH CENTRAL, AUSTIN",
184,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,SOUTH CENTRAL,,1990,,015,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"3,200",TEXAS,AUSTIN,ANNUAL,ACRES,81,ALL CLASSES,UNITED STATES,48,00,COUNTY,,015,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, SOUTH CENTRAL, AUSTIN",
185,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,SOUTH CENTRAL,,1989,,015,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"2,900",TEXAS,AUSTIN,ANNUAL,ACRES,81,ALL CLASSES,UNITED STATES,48,00,COUNTY,,015,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, SOUTH CENTRAL, AUSTIN",
186,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,SOUTH CENTRAL,,1988,,015,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"3,100",TEXAS,AUSTIN,ANNUAL,ACRES,81,ALL CLASSES,UNITED STATES,48,00,COUNTY,,015,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, SOUTH CENTRAL, AUSTIN",
187,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,SOUTH CENTRAL,,1987,,015,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"2,300",TEXAS,AUSTIN,ANNUAL,ACRES,81,ALL CLASSES,UNITED STATES,48,00,COUNTY,,015,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, SOUTH CENTRAL, AUSTIN",
188,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,SOUTH CENTRAL,,1986,,015,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"2,400",TEXAS,AUSTIN,ANNUAL,ACRES,81,ALL CLASSES,UNITED STATES,48,00,COUNTY,,015,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, SOUTH CENTRAL, AUSTIN",
189,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,SOUTH CENTRAL,,1985,,015,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"2,500",TEXAS,AUSTIN,ANNUAL,ACRES,81,ALL CLASSES,UNITED STATES,48,00,COUNTY,,015,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, SOUTH CENTRAL, AUSTIN",
190,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,SOUTH CENTRAL,,1984,,015,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"3,600",TEXAS,AUSTIN,ANNUAL,ACRES,81,ALL CLASSES,UNITED STATES,48,00,COUNTY,,015,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, SOUTH CENTRAL, AUSTIN",
191,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,SOUTH CENTRAL,,1983,,015,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"2,900",TEXAS,AUSTIN,ANNUAL,ACRES,81,ALL CLASSES,UNITED STATES,48,00,COUNTY,,015,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, SOUTH CENTRAL, AUSTIN",
192,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,SOUTH CENTRAL,,1982,,015,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"4,000",TEXAS,AUSTIN,ANNUAL,ACRES,81,ALL CLASSES,UNITED STATES,48,00,COUNTY,,015,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, SOUTH CENTRAL, AUSTIN",
193,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,SOUTH CENTRAL,,1981,,015,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"3,800",TEXAS,AUSTIN,ANNUAL,ACRES,81,ALL CLASSES,UNITED STATES,48,00,COUNTY,,015,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, SOUTH CENTRAL, AUSTIN",
194,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,SOUTH CENTRAL,,1980,,015,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"4,200",TEXAS,AUSTIN,ANNUAL,ACRES,81,ALL CLASSES,UNITED STATES,48,00,COUNTY,,015,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, SOUTH CENTRAL, AUSTIN",
195,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,SOUTH CENTRAL,,1979,,015,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"4,200",TEXAS,AUSTIN,ANNUAL,ACRES,81,ALL CLASSES,UNITED STATES,48,00,COUNTY,,015,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, SOUTH CENTRAL, AUSTIN",
196,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,SOUTH CENTRAL,,1978,,015,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"4,400",TEXAS,AUSTIN,ANNUAL,ACRES,81,ALL CLASSES,UNITED STATES,48,00,COUNTY,,015,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, SOUTH CENTRAL, AUSTIN",
197,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,SOUTH CENTRAL,,1977,,015,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"3,800",TEXAS,AUSTIN,ANNUAL,ACRES,81,ALL CLASSES,UNITED STATES,48,00,COUNTY,,015,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, SOUTH CENTRAL, AUSTIN",
198,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,SOUTH CENTRAL,,1976,,015,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"3,700",TEXAS,AUSTIN,ANNUAL,ACRES,81,ALL CLASSES,UNITED STATES,48,00,COUNTY,,015,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, SOUTH CENTRAL, AUSTIN",
199,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,SOUTH CENTRAL,,1975,,015,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"3,450",TEXAS,AUSTIN,ANNUAL,ACRES,81,ALL CLASSES,UNITED STATES,48,00,COUNTY,,015,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, SOUTH CENTRAL, AUSTIN",
200,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,SOUTH CENTRAL,,1974,,015,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"3,610",TEXAS,AUSTIN,ANNUAL,ACRES,81,ALL CLASSES,UNITED STATES,48,00,COUNTY,,015,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, SOUTH CENTRAL, AUSTIN",
201,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,SOUTH CENTRAL,,1973,,015,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"4,420",TEXAS,AUSTIN,ANNUAL,ACRES,81,ALL CLASSES,UNITED STATES,48,00,COUNTY,,015,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, SOUTH CENTRAL, AUSTIN",
202,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,SOUTH CENTRAL,,1972,,015,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"3,870",TEXAS,AUSTIN,ANNUAL,ACRES,81,ALL CLASSES,UNITED STATES,48,00,COUNTY,,015,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, SOUTH CENTRAL, AUSTIN",
203,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,SOUTH CENTRAL,,1971,,015,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"3,940",TEXAS,AUSTIN,ANNUAL,ACRES,81,ALL CLASSES,UNITED STATES,48,00,COUNTY,,015,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, SOUTH CENTRAL, AUSTIN",
204,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,SOUTH CENTRAL,,1970,,015,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"3,680",TEXAS,AUSTIN,ANNUAL,ACRES,81,ALL CLASSES,UNITED STATES,48,00,COUNTY,,015,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, SOUTH CENTRAL, AUSTIN",
205,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,SOUTH CENTRAL,,1969,,015,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"3,800",TEXAS,AUSTIN,ANNUAL,ACRES,81,ALL CLASSES,UNITED STATES,48,00,COUNTY,,015,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, SOUTH CENTRAL, AUSTIN",
206,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,SOUTH CENTRAL,,1968,,015,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"4,050",TEXAS,AUSTIN,ANNUAL,ACRES,81,ALL CLASSES,UNITED STATES,48,00,COUNTY,,015,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, SOUTH CENTRAL, AUSTIN",
207,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,SOUTH CENTRAL,2.1,2020,,089,RICE,,YEAR,48,9000,TOTAL,2021-03-04 15:00:43,00,"31,100",TEXAS,COLORADO,ANNUAL,ACRES,81,ALL CLASSES,UNITED STATES,48,00,COUNTY,,089,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, SOUTH CENTRAL, COLORADO",
208,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,SOUTH CENTRAL,,2019,,089,RICE,,YEAR,48,9000,TOTAL,2020-03-05 15:00:25,00,"29,000",TEXAS,COLORADO,ANNUAL,ACRES,81,ALL CLASSES,UNITED STATES,48,00,COUNTY,,089,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, SOUTH CENTRAL, COLORADO",
209,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,SOUTH CENTRAL,,2018,,089,RICE,,YEAR,48,9000,TOTAL,2019-04-04 15:02:56,00,"36,100",TEXAS,COLORADO,ANNUAL,ACRES,81,ALL CLASSES,UNITED STATES,48,00,COUNTY,,089,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, SOUTH CENTRAL, COLORADO",
210,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,SOUTH CENTRAL,,2017,,089,RICE,,YEAR,48,9000,TOTAL,2018-03-08 15:03:05,00,"31,400",TEXAS,COLORADO,ANNUAL,ACRES,81,ALL CLASSES,UNITED STATES,48,00,COUNTY,,089,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, SOUTH CENTRAL, COLORADO",
211,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,SOUTH CENTRAL,,2016,,089,RICE,,YEAR,48,9000,TOTAL,2017-03-09 15:00:18,00,"35,200",TEXAS,COLORADO,ANNUAL,ACRES,81,ALL CLASSES,UNITED STATES,48,00,COUNTY,,089,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, SOUTH CENTRAL, COLORADO",
212,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,SOUTH CENTRAL,,2014,,089,RICE,,YEAR,48,9000,TOTAL,2016-03-03 15:04:09,00,"24,400",TEXAS,COLORADO,ANNUAL,ACRES,81,ALL CLASSES,UNITED STATES,48,00,COUNTY,,089,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, SOUTH CENTRAL, COLORADO",
213,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,SOUTH CENTRAL,,2011,,089,RICE,,YEAR,48,9000,TOTAL,2011-05-31 14:55:04,00,"29,800",TEXAS,COLORADO,ANNUAL,ACRES,81,ALL CLASSES,UNITED STATES,48,00,COUNTY,,089,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, SOUTH CENTRAL, COLORADO",
214,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,SOUTH CENTRAL,,2009,,089,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"28,000",TEXAS,COLORADO,ANNUAL,ACRES,81,ALL CLASSES,UNITED STATES,48,00,COUNTY,,089,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, SOUTH CENTRAL, COLORADO",
215,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,SOUTH CENTRAL,,2008,,089,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"31,800",TEXAS,COLORADO,ANNUAL,ACRES,81,ALL CLASSES,UNITED STATES,48,00,COUNTY,,089,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, SOUTH CENTRAL, COLORADO",
216,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,SOUTH CENTRAL,,2007,,089,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"27,000",TEXAS,COLORADO,ANNUAL,ACRES,81,ALL CLASSES,UNITED STATES,48,00,COUNTY,,089,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, SOUTH CENTRAL, COLORADO",
217,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,SOUTH CENTRAL,,2006,,089,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"25,900",TEXAS,COLORADO,ANNUAL,ACRES,81,ALL CLASSES,UNITED STATES,48,00,COUNTY,,089,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, SOUTH CENTRAL, COLORADO",
218,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,SOUTH CENTRAL,,2005,,089,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"31,000",TEXAS,COLORADO,ANNUAL,ACRES,81,ALL CLASSES,UNITED STATES,48,00,COUNTY,,089,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, SOUTH CENTRAL, COLORADO",
219,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,SOUTH CENTRAL,,2004,,089,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"33,300",TEXAS,COLORADO,ANNUAL,ACRES,81,ALL CLASSES,UNITED STATES,48,00,COUNTY,,089,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, SOUTH CENTRAL, COLORADO",
220,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,SOUTH CENTRAL,,2003,,089,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"28,900",TEXAS,COLORADO,ANNUAL,ACRES,81,ALL CLASSES,UNITED STATES,48,00,COUNTY,,089,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, SOUTH CENTRAL, COLORADO",
221,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,SOUTH CENTRAL,,2002,,089,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"30,900",TEXAS,COLORADO,ANNUAL,ACRES,81,ALL CLASSES,UNITED STATES,48,00,COUNTY,,089,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, SOUTH CENTRAL, COLORADO",
222,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,SOUTH CENTRAL,,2001,,089,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"32,200",TEXAS,COLORADO,ANNUAL,ACRES,81,ALL CLASSES,UNITED STATES,48,00,COUNTY,,089,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, SOUTH CENTRAL, COLORADO",
223,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,SOUTH CENTRAL,,2000,,089,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"33,800",TEXAS,COLORADO,ANNUAL,ACRES,81,ALL CLASSES,UNITED STATES,48,00,COUNTY,,089,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, SOUTH CENTRAL, COLORADO",
224,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,SOUTH CENTRAL,,1999,,089,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"35,100",TEXAS,COLORADO,ANNUAL,ACRES,81,ALL CLASSES,UNITED STATES,48,00,COUNTY,,089,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, SOUTH CENTRAL, COLORADO",
225,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,SOUTH CENTRAL,,1998,,089,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"37,000",TEXAS,COLORADO,ANNUAL,ACRES,81,ALL CLASSES,UNITED STATES,48,00,COUNTY,,089,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, SOUTH CENTRAL, COLORADO",
226,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,SOUTH CENTRAL,,1997,,089,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"36,800",TEXAS,COLORADO,ANNUAL,ACRES,81,ALL CLASSES,UNITED STATES,48,00,COUNTY,,089,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, SOUTH CENTRAL, COLORADO",
227,ALL UTILIZATION PRACTICES,NOT SPECIFIED,TX,,SURVEY,FIELD CROPS,SOUTH CENTRAL,,1996,,089,RICE,,YEAR,48,9000,TOTAL,2012-01-01 00:00:00,00,"46,400",TEXAS,COLORADO,ANNUAL,ACRES,81,ALL CLASSES,UNITED STATES,48,00,COUNTY,,089,RICE - ACRES PLANTED,AREA PLANTED,CROPS,ALL PRODUCTION PRACTICES,00000000,"TEXAS, SOUTH CENTRAL, COLORADO",
